t NoGP OffGP ET TT 
33.2300000000 0.4195198364 0.2308202954 0.0108393262 0.0045935137 
33.2400000000 0.4189099034 0.2303938489 0.0108407605 0.0045882366 
33.2500000000 0.4182942990 0.2299643072 0.0108501459 0.0045829543 
33.2600000000 0.4176807763 0.2295286525 0.0108683554 0.0045847273 
33.2700000000 0.4170608705 0.2290980340 0.0108834846 0.0045867306 
33.2800000000 0.4164407187 0.2286611088 0.0109104732 0.0045871898 
33.2900000000 0.4158228568 0.2282292752 0.0109503179 0.0045940062 
33.3000000000 0.4151987768 0.2277909442 0.0109886628 0.0046075658 
33.3100000000 0.4145764127 0.2273577697 0.0110417660 0.0046126561 
33.3200000000 0.4139495572 0.2269016258 0.0111106059 0.0046257496 
33.3300000000 0.4133291067 0.2264389606 0.0111743264 0.0046477096 
33.3400000000 0.4127041120 0.2259817921 0.0112540011 0.0046604607 
33.3500000000 0.4120809418 0.2255179027 0.0113433562 0.0046836376 
33.3600000000 0.4114532231 0.2250528681 0.0114418084 0.0047125740 
33.3700000000 0.4108268373 0.2245809880 0.0115587599 0.0047467381 
33.3800000000 0.4101960692 0.2241052994 0.0114321279 0.0047961908 
33.3900000000 0.4095602860 0.2236148487 0.0113381444 0.0048513931 
33.4000000000 0.4089324878 0.2231372881 0.0112728799 0.0049152615 
33.4100000000 0.4082996908 0.2226525831 0.0112121362 0.0048656845 
33.4200000000 0.4076700831 0.2221737248 0.0111744612 0.0048334196 
33.4300000000 0.4070356457 0.2216875090 0.0111451586 0.0048026207 
33.4400000000 0.4064038576 0.2212071759 0.0111337696 0.0047859189 
33.4500000000 0.4057679801 0.2207111775 0.0111201481 0.0047715766 
33.4600000000 0.4051344023 0.2202211860 0.0111199819 0.0047641120 
33.4700000000 0.4044969623 0.2197129266 0.0111149141 0.0047571649 
33.4800000000 0.4038632131 0.2192107873 0.0111105830 0.0047617566 
33.4900000000 0.4032244622 0.2187008061 0.0111160550 0.0047571367 
33.5000000000 0.4025897123 0.2181969626 0.0111088431 0.0047640389 
33.5100000000 0.4019512369 0.2176766803 0.0111096136 0.0047763528 
33.5200000000 0.4013167268 0.2171626334 0.0111091228 0.0047808897 
33.5300000000 0.4006774709 0.2166484184 0.0110995742 0.0047996417 
33.5400000000 0.4000425146 0.2161258400 0.0110949076 0.0048219466 
33.5500000000 0.3994040174 0.2156094852 0.0110890338 0.0048507339 
33.5600000000 0.3987616846 0.2150759372 0.0110742210 0.0048850805 
33.5700000000 0.3981239256 0.2145486884 0.0110681046 0.0049160203 
33.5800000000 0.3974828188 0.2140007751 0.0110615067 0.0049667939 
33.5900000000 0.3968455065 0.2134677795 0.0110466100 0.0050266002 
33.6000000000 0.3962051565 0.2129257699 0.0110417100 0.0050863876 
33.6100000000 0.3955697541 0.2123812284 0.0110263937 0.0050236742 
33.6200000000 0.3949309525 0.2118274821 0.0110128561 0.0049830283 
33.6300000000 0.3942913308 0.2112800553 0.0109988808 0.0049466377 
33.6400000000 0.3936489535 0.2107320986 0.0109911833 0.0049170714 
33.6500000000 0.3930116537 0.2101655450 0.0109890165 0.0048936496 
33.6600000000 0.3923717432 0.2096053051 0.0109852391 0.0048776864 
33.6700000000 0.3917373949 0.2090352324 0.0109875845 0.0048739375 
33.6800000000 0.3911001809 0.2084806635 0.0109970463 0.0048743289 
33.6900000000 0.3904606373 0.2079159197 0.0110055514 0.0048696137 
33.7000000000 0.3898209272 0.2073481194 0.0110342311 0.0048697771 
33.7100000000 0.3891790839 0.2067793944 0.0110640448 0.0048865522 
33.7200000000 0.3885432400 0.2062001093 0.0111053509 0.0048998012 
33.7300000000 0.3879056543 0.2056268770 0.0111593832 0.0049197400 
33.7400000000 0.3872741262 0.2050431495 0.0112138452 0.0049472645 
33.7500000000 0.3866344294 0.2044653836 0.0112878581 0.0049737324 
33.7600000000 0.3860013949 0.2038764436 0.0113690327 0.0050098186 
33.7700000000 0.3853664900 0.2032861661 0.0114683265 0.0050470151 
33.7800000000 0.3847385043 0.2026778816 0.0113635926 0.0050962157 
33.7900000000 0.3841028178 0.2020580768 0.0112797882 0.0051699093 
33.8000000000 0.3834656487 0.2014686937 0.0112185403 0.0052419439 
33.8100000000 0.3828358275 0.2008527178 0.0111739211 0.0051648948 
33.8200000000 0.3822048281 0.2002497210 0.0111353456 0.0051125374 
33.8300000000 0.3815749338 0.1996275813 0.0111111048 0.0050651310 
33.8400000000 0.3809440771 0.1990080146 0.0110985326 0.0050309828 
33.8500000000 0.3803124033 0.1984042393 0.0110874213 0.0050088557 
33.8600000000 0.3796824036 0.1977876088 0.0110836984 0.0049883966 
33.8700000000 0.3790520264 0.1971587589 0.0110876435 0.0049803848 
33.8800000000 0.3784298557 0.1965349145 0.0110849399 0.0049805447 
33.8900000000 0.3778009055 0.1959084829 0.0110876098 0.0049792275 
33.9000000000 0.3771805623 0.1952867877 0.0110844593 0.0049853833 
33.9100000000 0.3765535399 0.1946521667 0.0110725155 0.0049990221 
33.9200000000 0.3759267037 0.1940036284 0.0110646651 0.0050010240 
33.9300000000 0.3753089139 0.1933705443 0.0110608223 0.0050113410 
33.9400000000 0.3746847898 0.1927231032 0.0110520704 0.0050212168 
33.9500000000 0.3740612992 0.1920620863 0.0110474880 0.0050411474 
33.9600000000 0.3734406869 0.1914051295 0.0110364415 0.0050696871 
33.9700000000 0.3728208364 0.1907445126 0.0110142667 0.0050878195 
33.9800000000 0.3722106902 0.1900687880 0.0109977942 0.0051183372 
33.9900000000 0.3715947577 0.1893976900 0.0109831053 0.0051525725 
34.0000000000 0.3709799933 0.1887224597 0.0109636463 0.0052021628 
34.0100000000 0.3703688009 0.1880505064 0.0109513627 0.0051522899 
34.0200000000 0.3697590411 0.1873740638 0.0109376478 0.0051110873 
34.0300000000 0.3691442441 0.1866708808 0.0109213658 0.0050867092 
34.0400000000 0.3685400575 0.1859821266 0.0109151848 0.0050779158 
34.0500000000 0.3679308435 0.1853054380 0.0109133540 0.0050690115 
34.0600000000 0.3673237074 0.1846118310 0.0109109884 0.0050610780 
34.0700000000 0.3667210185 0.1839214132 0.0109085880 0.0050628568 
34.0800000000 0.3661202953 0.1832253658 0.0109222493 0.0050624241 
34.0900000000 0.3655154983 0.1825117367 0.0109418980 0.0050613809 
34.1000000000 0.3649154329 0.1818115769 0.0109689714 0.0050577574 
34.1100000000 0.3643181064 0.1810942654 0.0110028975 0.0050630274 
34.1200000000 0.3637169728 0.1803705617 0.0110460902 0.0050681983 
34.1300000000 0.3631281796 0.1796655758 0.0110977400 0.0050732363 
34.1400000000 0.3625353373 0.1789536962 0.0111701827 0.0050886126 
34.1500000000 0.3619458392 0.1782236057 0.0112552487 0.0050936026 
34.1600000000 0.3613531099 0.1774862394 0.0111722193 0.0051109937 
34.1700000000 0.3607665541 0.1767489317 0.0111055933 0.0051203493 
34.1800000000 0.3601834947 0.1760039081 0.0110513966 0.0051464809 
34.1900000000 0.3595975367 0.1752396376 0.0110079261 0.0051785716 
34.2000000000 0.3590153681 0.1745050491 0.0109859802 0.0052208558 
34.2100000000 0.3584397640 0.1737619159 0.0109649497 0.0051755986 
34.2200000000 0.3578623093 0.1730100239 0.0109484248 0.0051503211 
34.2300000000 0.3572892362 0.1722450790 0.0109332183 0.0051203695 
34.2400000000 0.3567141862 0.1714709222 0.0109300967 0.0051062093 
34.2500000000 0.3561461059 0.1707058755 0.0109261204 0.0050942251 
34.2600000000 0.3555831954 0.1699310847 0.0109109067 0.0050945604 
34.2700000000 0.3550180516 0.1691540952 0.0109050552 0.0050854071 
34.2800000000 0.3544514715 0.1683667912 0.0109021668 0.0050757405 
34.2900000000 0.3538831337 0.1675689494 0.0108963900 0.0050762594 
34.3000000000 0.3533208030 0.1667986041 0.0108892043 0.0050787759 
34.3100000000 0.3527669404 0.1660170343 0.0108784810 0.0050712551 
34.3200000000 0.3522116453 0.1652119235 0.0108641373 0.0050743164 
34.3300000000 0.3516627449 0.1643951364 0.0108575335 0.0050777668 
34.3400000000 0.3511126733 0.1636047765 0.0108448458 0.0050753328 
34.3500000000 0.3505623390 0.1628020363 0.0108289417 0.0050859368 
34.3600000000 0.3500120903 0.1619743391 0.0108217677 0.0050999630 
34.3700000000 0.3494707532 0.1611338051 0.0108092864 0.0051192316 
34.3800000000 0.3489366890 0.1603185340 0.0107867459 0.0051366743 
34.3900000000 0.3484020533 0.1594897091 0.0107642811 0.0051759293 
34.4000000000 0.3478671028 0.1586471000 0.0107385374 0.0052273256 
34.4100000000 0.3473328386 0.1577968268 0.0107265996 0.0051814900 
34.4200000000 0.3467996002 0.1569514005 0.0107227508 0.0051460343 
34.4300000000 0.3462738020 0.1560912427 0.0107125458 0.0051185043 
34.4400000000 0.3457492973 0.1552161309 0.0107115494 0.0051080940 
34.4500000000 0.3452252923 0.1543509665 0.0107169303 0.0050920033 
34.4600000000 0.3447020546 0.1534818886 0.0107332095 0.0050806101 
34.4700000000 0.3441806737 0.1525967927 0.0107476232 0.0050713733 
34.4800000000 0.3436684621 0.1517147913 0.0107880968 0.0050634901 
34.4900000000 0.3431585538 0.1508162137 0.0108417386 0.0050566856 
34.5000000000 0.3426490232 0.1499059521 0.0108972178 0.0050451473 
34.5100000000 0.3421513141 0.1489978768 0.0108290974 0.0050383917 
34.5200000000 0.3416561566 0.1480837953 0.0107756256 0.0050455949 
34.5300000000 0.3411615101 0.1471712306 0.0107340984 0.0050542536 
34.5400000000 0.3406602948 0.1462587104 0.0107019683 0.0050653298 
34.5500000000 0.3401624168 0.1453276814 0.0106768849 0.0050732443 
34.5600000000 0.3396668450 0.1443945447 0.0106466853 0.0050854593 
34.5700000000 0.3391749877 0.1434422437 0.0106268480 0.0051050738 
34.5800000000 0.3386929655 0.1425077504 0.0106155430 0.0051322963 
34.5900000000 0.3382134493 0.1415644685 0.0106059569 0.0051596239 
34.6000000000 0.3377378931 0.1406010559 0.0105963858 0.0051983043 
34.6100000000 0.3372665925 0.1396366028 0.0105854464 0.0051709759 
34.6200000000 0.3367983858 0.1386477820 0.0105795009 0.0051542473 
34.6300000000 0.3363347748 0.1376747026 0.0105705730 0.0051372471 
34.6400000000 0.3358733077 0.1366802789 0.0105555522 0.0051159905 
34.6500000000 0.3354165580 0.1356940899 0.0105281549 0.0050994983 
34.6600000000 0.3349632754 0.1346860034 0.0104966733 0.0050890841 
34.6700000000 0.3345057695 0.1336853820 0.0104691986 0.0050806010 
34.6800000000 0.3340522811 0.1326640353 0.0104375719 0.0050820159 
34.6900000000 0.3336043963 0.1316491711 0.0104102812 0.0050841258 
34.7000000000 0.3331607793 0.1306112218 0.0103796733 0.0050863547 
34.7100000000 0.3327230444 0.1295790340 0.0103544501 0.0050850276 
34.7200000000 0.3322884513 0.1285233116 0.0103162320 0.0050883789 
34.7300000000 0.3318505963 0.1274890761 0.0102861165 0.0050826391 
34.7400000000 0.3314175452 0.1264307284 0.0102618849 0.0050826190 
34.7500000000 0.3309840750 0.1253765927 0.0102440430 0.0050856344 
34.7600000000 0.3305558244 0.1243004858 0.0102269891 0.0050970320 
34.7700000000 0.3301344782 0.1232090862 0.0102078040 0.0051208632 
34.7800000000 0.3297093887 0.1221365932 0.0101978023 0.0051312730 
34.7900000000 0.3292916976 0.1210388522 0.0101837154 0.0051519211 
34.8000000000 0.3288798581 0.1199434125 0.0101702172 0.0051841375 
34.8100000000 0.3284647170 0.1188225232 0.0101742502 0.0051648325 
34.8200000000 0.3280574100 0.1177034523 0.0101903203 0.0051446762 
34.8300000000 0.3276563266 0.1166010687 0.0102172139 0.0051350227 
34.8400000000 0.3272614039 0.1154812061 0.0101642738 0.0051340567 
34.8500000000 0.3268653659 0.1143535029 0.0101379360 0.0051262790 
34.8600000000 0.3264691046 0.1132086660 0.0101211072 0.0051245107 
34.8700000000 0.3260795332 0.1120457947 0.0101074912 0.0051232827 
34.8800000000 0.3256910209 0.1108975303 0.0101048670 0.0051234131 
34.8900000000 0.3253097650 0.1097407195 0.0101041740 0.0051229999 
34.9000000000 0.3249266981 0.1085653775 0.0100932635 0.0051189244 
34.9100000000 0.3245529102 0.1073891926 0.0100874389 0.0051096684 
34.9200000000 0.3241866076 0.1062118733 0.0100800211 0.0051002150 
34.9300000000 0.3238120687 0.1050156804 0.0100759730 0.0051026554 
34.9400000000 0.3234452892 0.1038323021 0.0100741620 0.0051008894 
34.9500000000 0.3230792522 0.1026401550 0.0100563411 0.0051053781 
34.9600000000 0.3227212531 0.1014463396 0.0100523227 0.0051036381 
34.9700000000 0.3223639929 0.1002336362 0.0100310472 0.0051153566 
34.9800000000 0.3220149848 0.0990193196 0.0100093113 0.0051258938 
34.9900000000 0.3216607195 0.0978033055 0.0099855485 0.0051473081 
35.0000000000 0.3213151565 0.0965990800 0.0099641738 0.0051713337 
35.0100000000 0.3209693725 0.0953762962 0.0099348131 0.0051478851 
35.0200000000 0.3206339804 0.0941519549 0.0099042751 0.0051352360 
35.0300000000 0.3202920264 0.0929261284 0.0098659802 0.0051211147 
35.0400000000 0.3199611922 0.0916989331 0.0098303814 0.0051157428 
35.0500000000 0.3196307614 0.0904675048 0.0097875255 0.0051069903 
35.0600000000 0.3193094953 0.0892353194 0.0097448625 0.0050942590 
35.0700000000 0.3189903528 0.0880026491 0.0097087045 0.0050875406 
35.0800000000 0.3186654125 0.0867748980 0.0096733212 0.0050757247 
35.0900000000 0.3183500175 0.0855271379 0.0096323083 0.0050739859 
35.1000000000 0.3180393727 0.0842999164 0.0096055283 0.0050737043 
35.1100000000 0.3177385648 0.0830860600 0.0095738088 0.0050707767 
35.1200000000 0.3174324750 0.0818384525 0.0095302524 0.0050695964 
35.1300000000 0.3171277724 0.0805935396 0.0095029798 0.0050717265 
35.1400000000 0.3168348190 0.0793561785 0.0094740626 0.0050693792 
35.1500000000 0.3165369688 0.0781428420 0.0094540288 0.0050690597 
35.1600000000 0.3162426739 0.0769340623 0.0094565949 0.0050738769 
35.1700000000 0.3159503270 0.0757427532 0.0094519135 0.0050808641 
35.1800000000 0.3156620526 0.0745413169 0.0094632642 0.0050817743 
35.1900000000 0.3153798541 0.0733674129 0.0094624737 0.0050925546 
35.2000000000 0.3151000767 0.0722019727 0.0094740919 0.0051078588 
35.2100000000 0.3148227356 0.0710166882 0.0094856210 0.0050948276 
35.2200000000 0.3145517973 0.0698746594 0.0094788027 0.0050848492 
35.2300000000 0.3142834385 0.0687482236 0.0094766222 0.0050812396 
35.2400000000 0.3140195659 0.0676169162 0.0094743060 0.0050890104 
35.2500000000 0.3137523504 0.0665216529 0.0094756701 0.0050876067 
35.2600000000 0.3134900266 0.0654465605 0.0094656343 0.0050874453 
35.2700000000 0.3132389334 0.0643914052 0.0094520288 0.0050810875 
35.2800000000 0.3129865477 0.0633522814 0.0094295377 0.0050901140 
35.2900000000 0.3127373615 0.0623558736 0.0094097824 0.0050916007 
35.3000000000 0.3124932680 0.0613690119 0.0093768973 0.0050937261 
35.3100000000 0.3122464951 0.0604123070 0.0093506301 0.0050876319 
35.3200000000 0.3120051253 0.0595041708 0.0093109296 0.0050897064 
35.3300000000 0.3117614108 0.0586132393 0.0092769009 0.0050987828 
35.3400000000 0.3115233778 0.0577850679 0.0092294966 0.0050994795 
35.3500000000 0.3112891842 0.0569795439 0.0091884646 0.0051007964 
35.3600000000 0.3110548421 0.0562157502 0.0091345847 0.0051022436 
35.3700000000 0.3108265282 0.0554967218 0.0090868300 0.0051049297 
35.3800000000 0.3106023683 0.0548247151 0.0090415580 0.0051159701 
35.3900000000 0.3103784348 0.0542107497 0.0089843943 0.0051206911 
35.4000000000 0.3101588311 0.0536493311 0.0089448877 0.0051272434 
35.4100000000 0.3099396690 0.0531417634 0.0088942453 0.0051166689 
35.4200000000 0.3097269536 0.0526900897 0.0088507347 0.0051081578 
35.4300000000 0.3095187618 0.0522962098 0.0088102545 0.0051086347 
35.4400000000 0.3093112635 0.0519618479 0.0087608369 0.0051007767 
35.4500000000 0.3091103615 0.0516984681 0.0087153270 0.0050995394 
35.4600000000 0.3089085112 0.0514982952 0.0086796095 0.0050983748 
35.4700000000 0.3087133216 0.0513632908 0.0086962052 0.0050858656 
35.4800000000 0.3085248067 0.0512941491 0.0087167459 0.0050841210 
35.4900000000 0.3083281129 0.0512912480 0.0087353055 0.0050810652 
35.5000000000 0.3081383991 0.0513546369 0.0087559245 0.0050765578 
35.5100000000 0.3079501863 0.0514888943 0.0087642419 0.0050633201 
35.5200000000 0.3077667622 0.0516877053 0.0087760468 0.0050484991 
35.5300000000 0.3075828411 0.0519500904 0.0087878856 0.0050319858 
35.5400000000 0.3074057878 0.0522771245 0.0087859678 0.0050184684 
35.5500000000 0.3072230492 0.0526672283 0.0087848112 0.0049921223 
35.5600000000 0.3070475801 0.0531185472 0.0087832295 0.0049650491 
35.5700000000 0.3068793154 0.0536314830 0.0087790905 0.0049496078 
35.5800000000 0.3067058700 0.0542003804 0.0087734972 0.0049389309 
35.5900000000 0.3065380247 0.0548286217 0.0087478454 0.0049274756 
35.6000000000 0.3063722246 0.0555097722 0.0087314167 0.0049208846 
35.6100000000 0.3062138106 0.0562409954 0.0087122817 0.0049147773 
35.6200000000 0.3060506201 0.0570247315 0.0086891269 0.0049129723 
35.6300000000 0.3058950999 0.0578535123 0.0086625859 0.0049175768 
35.6400000000 0.3057352018 0.0587341993 0.0086315935 0.0049249387 
35.6500000000 0.3055808985 0.0596547584 0.0085967573 0.0049302024 
35.6600000000 0.3054290798 0.0606032536 0.0085529263 0.0049359741 
35.6700000000 0.3052762412 0.0615848465 0.0085052040 0.0049382976 
35.6800000000 0.3051259428 0.0626094069 0.0084528696 0.0049392861 
35.6900000000 0.3049766064 0.0636793855 0.0083959261 0.0049357636 
35.7000000000 0.3048300275 0.0647663793 0.0083475272 0.0049295412 
35.7100000000 0.3046846311 0.0658739752 0.0082942672 0.0049284757 
35.7200000000 0.3045421757 0.0670164160 0.0082373631 0.0049237897 
35.7300000000 0.3044010897 0.0681852091 0.0081876369 0.0049133041 
35.7400000000 0.3042630944 0.0693859542 0.0081344536 0.0048985443 
35.7500000000 0.3041266214 0.0706008780 0.0080770285 0.0048777934 
35.7600000000 0.3039981093 0.0718165731 0.0080280354 0.0048631914 
35.7700000000 0.3038640754 0.0730778924 0.0080584691 0.0048423961 
35.7800000000 0.3037377944 0.0743359146 0.0080861539 0.0048173777 
35.7900000000 0.3036099605 0.0756169212 0.0081087596 0.0047966106 
35.8000000000 0.3034854263 0.0769054120 0.0081258290 0.0047720021 
35.8100000000 0.3033626326 0.0781947299 0.0081359173 0.0047850668 
35.8200000000 0.3032370486 0.0794899640 0.0081511584 0.0047918765 
35.8300000000 0.3031195728 0.0808031242 0.0081577350 0.0048040547 
35.8400000000 0.3029993699 0.0821190775 0.0081725799 0.0048090881 
35.8500000000 0.3028811952 0.0834697693 0.0081780851 0.0048068352 
35.8600000000 0.3027665507 0.0848008890 0.0081864986 0.0048116680 
35.8700000000 0.3026538879 0.0861518119 0.0081848294 0.0048193924 
35.8800000000 0.3025405611 0.0874919420 0.0081724366 0.0048176491 
35.8900000000 0.3024275170 0.0888491092 0.0081472063 0.0048060262 
35.9000000000 0.3023180456 0.0901924063 0.0081423959 0.0047960935 
35.9100000000 0.3022106067 0.0915499912 0.0081256845 0.0047916504 
35.9200000000 0.3021008889 0.0928983640 0.0080945173 0.0047763890 
35.9300000000 0.3019950354 0.0942508468 0.0080632797 0.0047620367 
35.9400000000 0.3018872749 0.0955911691 0.0080192776 0.0047360587 
35.9500000000 0.3017875553 0.0969404001 0.0079795946 0.0047159684 
35.9600000000 0.3016857981 0.0982764019 0.0079389771 0.0046961481 
35.9700000000 0.3015862946 0.0996096208 0.0078850123 0.0046642845 
35.9800000000 0.3014865032 0.1009478598 0.0078522528 0.0046492051 
35.9900000000 0.3013891942 0.1022899195 0.0078029638 0.0046218015 
36.0000000000 0.3012902337 0.1036135769 0.0077373164 0.0045828501 
36.0100000000 0.3011953596 0.1049296418 0.0076916307 0.0046075771 
36.0200000000 0.3010990761 0.1062456027 0.0076292273 0.0046202559 
36.0300000000 0.3010054429 0.1075602190 0.0075647070 0.0046332784 
36.0400000000 0.3009104186 0.1088722350 0.0075050619 0.0046493714 
36.0500000000 0.3008195324 0.1101803821 0.0074429192 0.0046500034 
36.0600000000 0.3007274332 0.1114395730 0.0073674332 0.0046678055 
