t NoGP OffGP ET TT 
29.3500000000 0.4475283570 0.0920296191 0.0109468202 0.0033762823 
29.3600000000 0.4479346569 0.0905495112 0.0108745224 0.0033924337 
29.3700000000 0.4483419535 0.0890861304 0.0108139639 0.0034116069 
29.3800000000 0.4487462099 0.0876537965 0.0107671081 0.0034412748 
29.3900000000 0.4491511124 0.0862393159 0.0107390632 0.0034694791 
29.4000000000 0.4495561736 0.0848480621 0.0107205936 0.0035106110 
29.4100000000 0.4499621212 0.0834651518 0.0107113241 0.0034813779 
29.4200000000 0.4503653223 0.0821236018 0.0107095598 0.0034566207 
29.4300000000 0.4507694416 0.0808145328 0.0107119556 0.0034438336 
29.4400000000 0.4511714444 0.0795394256 0.0107170581 0.0034330309 
29.4500000000 0.4515708819 0.0783141613 0.0107265631 0.0034293826 
29.4600000000 0.4519714006 0.0771313274 0.0107352048 0.0034259591 
29.4700000000 0.4523694367 0.0759986245 0.0107468618 0.0034227999 
29.4800000000 0.4527686225 0.0749133635 0.0107548713 0.0034228499 
29.4900000000 0.4531654250 0.0738829332 0.0107648334 0.0034223491 
29.5000000000 0.4535593489 0.0729119051 0.0107689836 0.0034238758 
29.5100000000 0.4539548071 0.0720122754 0.0107743579 0.0034239801 
29.5200000000 0.4543475162 0.0711828175 0.0107792400 0.0034260460 
29.5300000000 0.4547377930 0.0704311822 0.0107780232 0.0034279556 
29.5400000000 0.4551302470 0.0697546247 0.0107758809 0.0034311311 
29.5500000000 0.4555202655 0.0691626450 0.0107667968 0.0034366381 
29.5600000000 0.4559081724 0.0686553577 0.0107566696 0.0034450214 
29.5700000000 0.4562975349 0.0682336872 0.0107394111 0.0034591618 
29.5800000000 0.4566849624 0.0679037177 0.0107213165 0.0034746500 
29.5900000000 0.4570700137 0.0676718080 0.0107044741 0.0034921464 
29.6000000000 0.4574530253 0.0675368846 0.0106789173 0.0035211762 
29.6100000000 0.4578380767 0.0675024864 0.0106611728 0.0034981899 
29.6200000000 0.4582214674 0.0675682246 0.0106350907 0.0034873728 
29.6300000000 0.4585998272 0.0677355102 0.0106115012 0.0034794158 
29.6400000000 0.4589762349 0.0680025382 0.0105808276 0.0034765058 
29.6500000000 0.4593541928 0.0683723447 0.0105539881 0.0034763377 
29.6600000000 0.4597304451 0.0688421378 0.0105331361 0.0034791220 
29.6700000000 0.4601051304 0.0694078610 0.0105064965 0.0034779768 
29.6800000000 0.4604778061 0.0700745923 0.0104805553 0.0034785959 
29.6900000000 0.4608488317 0.0708324564 0.0104507764 0.0034802181 
29.7000000000 0.4612178397 0.0716848334 0.0104272204 0.0034811442 
29.7100000000 0.4615890057 0.0726261424 0.0104095976 0.0034812312 
29.7200000000 0.4619561244 0.0736487290 0.0103942017 0.0034798697 
29.7300000000 0.4623218409 0.0747623774 0.0103825109 0.0034779993 
29.7400000000 0.4626858167 0.0759507674 0.0103781092 0.0034785112 
29.7500000000 0.4630484228 0.0772094147 0.0103781920 0.0034766354 
29.7600000000 0.4634093361 0.0785393991 0.0103818763 0.0034791471 
29.7700000000 0.4637694251 0.0799433878 0.0103900452 0.0034789335 
29.7800000000 0.4641252762 0.0814065320 0.0104077725 0.0034820891 
29.7900000000 0.4644794154 0.0829314268 0.0104325644 0.0034869007 
29.8000000000 0.4648322229 0.0845211974 0.0104675041 0.0034996899 
29.8100000000 0.4651838923 0.0861595937 0.0105084450 0.0034914267 
29.8200000000 0.4655344898 0.0878427717 0.0105650517 0.0034874327 
29.8300000000 0.4658810393 0.0895740685 0.0106194495 0.0034844793 
29.8400000000 0.4662260243 0.0913585677 0.0106801569 0.0034834496 
29.8500000000 0.4665702952 0.0931786889 0.0107598246 0.0034827821 
29.8600000000 0.4669133043 0.0950311659 0.0108420549 0.0034821049 
29.8700000000 0.4672554424 0.0969136525 0.0109370041 0.0034838858 
29.8800000000 0.4675942946 0.0988200863 0.0108457623 0.0034862059 
29.8900000000 0.4679320076 0.1007500068 0.0107729662 0.0034850773 
29.9000000000 0.4682689775 0.1027007636 0.0107182187 0.0034856714 
29.9100000000 0.4686049996 0.1046698325 0.0106808522 0.0034782609 
29.9200000000 0.4689379613 0.1066733049 0.0106565778 0.0034720999 
29.9300000000 0.4692703519 0.1086997056 0.0106395663 0.0034672523 
29.9400000000 0.4696019930 0.1107384692 0.0106284086 0.0034523344 
29.9500000000 0.4699274166 0.1127581860 0.0106273732 0.0034397764 
29.9600000000 0.4702521915 0.1147865390 0.0106307176 0.0034222958 
29.9700000000 0.4705761628 0.1168386165 0.0106314753 0.0034127388 
29.9800000000 0.4708968944 0.1188947302 0.0106386195 0.0034044129 
29.9900000000 0.4712174795 0.1209547060 0.0106462934 0.0033942220 
30.0000000000 0.4715342467 0.1230130745 0.0106547458 0.0033904819 
30.0100000000 0.4718478249 0.1250721413 0.0106565791 0.0033932973 
30.0200000000 0.4721612515 0.1271284443 0.0106617205 0.0033977944 
30.0300000000 0.4724741974 0.1291824929 0.0106665907 0.0034003026 
30.0400000000 0.4727811193 0.1312496872 0.0106663113 0.0034059180 
30.0500000000 0.4730879303 0.1332808545 0.0106612799 0.0034077525 
30.0600000000 0.4733943420 0.1353029460 0.0106585548 0.0034090410 
30.0700000000 0.4736980936 0.1373363568 0.0106489054 0.0034024425 
30.0800000000 0.4739986689 0.1393582074 0.0106381123 0.0034003582 
30.0900000000 0.4742967919 0.1413491064 0.0106255804 0.0033995010 
30.1000000000 0.4745914473 0.1433366875 0.0106053834 0.0033927328 
30.1100000000 0.4748859206 0.1453084581 0.0105842142 0.0033831243 
30.1200000000 0.4751778666 0.1472666277 0.0105520602 0.0033753676 
30.1300000000 0.4754670702 0.1492085206 0.0105224142 0.0033637879 
30.1400000000 0.4757538431 0.1511229605 0.0104923955 0.0033505998 
30.1500000000 0.4760403838 0.1530205458 0.0104561969 0.0033414703 
30.1600000000 0.4763241861 0.1548944664 0.0104169027 0.0033307993 
30.1700000000 0.4766057216 0.1567371080 0.0103875101 0.0033290784 
30.1800000000 0.4768844744 0.1585787882 0.0103533162 0.0033295467 
30.1900000000 0.4771612521 0.1603791256 0.0103164225 0.0033330991 
30.2000000000 0.4774351612 0.1621638042 0.0102767651 0.0033466046 
30.2100000000 0.4777068354 0.1639256586 0.0102431517 0.0033385651 
30.2200000000 0.4779758289 0.1656549380 0.0102128143 0.0033370656 
30.2300000000 0.4782428779 0.1673596336 0.0101822022 0.0033403324 
30.2400000000 0.4785074449 0.1690577826 0.0101587616 0.0033436514 
30.2500000000 0.4787721424 0.1706961653 0.0101345618 0.0033442628 
30.2600000000 0.4790323269 0.1723260157 0.0101143281 0.0033482273 
30.2700000000 0.4792900598 0.1739206012 0.0101019039 0.0033509540 
30.2800000000 0.4795458755 0.1754852762 0.0100931004 0.0033487557 
30.2900000000 0.4797991214 0.1770203859 0.0100917131 0.0033500521 
30.3000000000 0.4800481720 0.1785170112 0.0100970933 0.0033500794 
30.3100000000 0.4802973116 0.1800009658 0.0101080234 0.0033458429 
30.3200000000 0.4805423753 0.1814462206 0.0101301257 0.0033491235 
30.3300000000 0.4807850379 0.1828580057 0.0101598825 0.0033514308 
30.3400000000 0.4810259326 0.1842479735 0.0101962816 0.0033509846 
30.3500000000 0.4812646745 0.1856304728 0.0102462992 0.0033571606 
30.3600000000 0.4814992899 0.1869446782 0.0102983950 0.0033638983 
30.3700000000 0.4817323023 0.1882502876 0.0103636603 0.0033722565 
30.3800000000 0.4819631176 0.1895129649 0.0104441447 0.0033832424 
30.3900000000 0.4821898805 0.1907661895 0.0105266474 0.0034045199 
30.4000000000 0.4824144264 0.1920004360 0.0106230241 0.0034342550 
30.4100000000 0.4826350632 0.1931728723 0.0107289038 0.0034098814 
30.4200000000 0.4828559966 0.1943345131 0.0106177066 0.0033975102 
30.4300000000 0.4830733275 0.1954511321 0.0105338968 0.0033938894 
30.4400000000 0.4832886725 0.1965561891 0.0104641135 0.0033892532 
30.4500000000 0.4835004493 0.1976155536 0.0104175771 0.0033848617 
30.4600000000 0.4837102653 0.1986626301 0.0103890864 0.0033779635 
30.4700000000 0.4839165711 0.1996810502 0.0103697736 0.0033759862 
30.4800000000 0.4841192521 0.2006795342 0.0103629628 0.0033786847 
30.4900000000 0.4843198660 0.2016488017 0.0103613201 0.0033719587 
30.5000000000 0.4845169156 0.2025873241 0.0103657214 0.0033699961 
30.5100000000 0.4847119755 0.2034958900 0.0103712523 0.0033664553 
30.5200000000 0.4849035838 0.2044015197 0.0103805007 0.0033662075 
30.5300000000 0.4850933010 0.2052598222 0.0103957120 0.0033719772 
30.5400000000 0.4852796177 0.2061036660 0.0104062698 0.0033720101 
30.5500000000 0.4854624461 0.2069113467 0.0104211333 0.0033791382 
30.5600000000 0.4856432641 0.2077042000 0.0104307828 0.0033863089 
30.5700000000 0.4858206370 0.2084936676 0.0104351513 0.0034002502 
30.5800000000 0.4859960545 0.2092511245 0.0104394667 0.0034251956 
30.5900000000 0.4861682269 0.2100050921 0.0104432904 0.0034463295 
30.6000000000 0.4863371154 0.2107113930 0.0104396766 0.0034769853 
30.6100000000 0.4865042337 0.2114141227 0.0104352113 0.0034549512 
30.6200000000 0.4866682656 0.2120850344 0.0104223254 0.0034412927 
30.6300000000 0.4868291651 0.2127366580 0.0104112023 0.0034356586 
30.6400000000 0.4869865447 0.2133995274 0.0103992191 0.0034318938 
30.6500000000 0.4871407552 0.2140151107 0.0103761704 0.0034345431 
30.6600000000 0.4872932828 0.2146270206 0.0103524169 0.0034294880 
30.6700000000 0.4874429432 0.2152193879 0.0103306638 0.0034293152 
30.6800000000 0.4875895442 0.2158074882 0.0102976667 0.0034270249 
30.6900000000 0.4877327922 0.2163795582 0.0102672152 0.0034292798 
30.7000000000 0.4878729960 0.2169175653 0.0102395188 0.0034359750 
30.7100000000 0.4880103300 0.2174659458 0.0102016939 0.0034411188 
30.7200000000 0.4881443628 0.2180106662 0.0101649892 0.0034516905 
30.7300000000 0.4882753792 0.2185220904 0.0101288088 0.0034617582 
30.7400000000 0.4884036490 0.2190435582 0.0100871543 0.0034725286 
30.7500000000 0.4885285964 0.2195490441 0.0100470712 0.0034824999 
30.7600000000 0.4886504791 0.2200219719 0.0100119816 0.0034992757 
30.7700000000 0.4887695483 0.2205046422 0.0099706318 0.0035274846 
30.7800000000 0.4888853427 0.2209837949 0.0099358878 0.0035567687 
30.7900000000 0.4889985417 0.2214442263 0.0099016111 0.0035954352 
30.8000000000 0.4891074850 0.2219012487 0.0098720667 0.0036422678 
30.8100000000 0.4892143760 0.2223548533 0.0098477018 0.0036188749 
30.8200000000 0.4893186531 0.2228044421 0.0098233044 0.0035956214 
30.8300000000 0.4894190778 0.2232366263 0.0098121881 0.0035854350 
30.8400000000 0.4895174743 0.2236655101 0.0098054893 0.0035736867 
30.8500000000 0.4896120231 0.2240905132 0.0098064461 0.0035689889 
30.8600000000 0.4897025318 0.2245122268 0.0098135174 0.0035723533 
30.8700000000 0.4897910621 0.2249292630 0.0098320860 0.0035735982 
30.8800000000 0.4898757069 0.2253306735 0.0098635052 0.0035800824 
30.8900000000 0.4899575387 0.2257406520 0.0099027781 0.0035837070 
30.9000000000 0.4900361432 0.2261474533 0.0099479807 0.0035926284 
30.9100000000 0.4901123597 0.2265390183 0.0100020320 0.0035982996 
30.9200000000 0.4901848256 0.2269388130 0.0100696284 0.0036098957 
30.9300000000 0.4902540241 0.2273231032 0.0101433789 0.0036186830 
30.9400000000 0.4903208343 0.2277037888 0.0102370638 0.0036334962 
30.9500000000 0.4903839680 0.2280814577 0.0101579390 0.0036564991 
30.9600000000 0.4904438420 0.2284779569 0.0100965061 0.0036775909 
30.9700000000 0.4905003363 0.2288713551 0.0100506341 0.0037097844 
30.9800000000 0.4905540049 0.2292611141 0.0100233953 0.0037324897 
30.9900000000 0.4906037310 0.2296477907 0.0100090425 0.0037727254 
31.0000000000 0.4906507578 0.2300313846 0.0099990879 0.0038177824 
31.0100000000 0.4906941195 0.2304222157 0.0099985585 0.0037883657 
31.0200000000 0.4907345638 0.2307992378 0.0099998311 0.0037617006 
31.0300000000 0.4907721008 0.2311832774 0.0100049483 0.0037467176 
31.0400000000 0.4908061920 0.2315642401 0.0100119519 0.0037384787 
31.0500000000 0.4908370091 0.2319519900 0.0100243856 0.0037272821 
31.0600000000 0.4908643587 0.2323263998 0.0100315460 0.0037236560 
31.0700000000 0.4908885210 0.2326977475 0.0100431725 0.0037157691 
31.0800000000 0.4909090282 0.2330755683 0.0100455302 0.0037128571 
31.0900000000 0.4909266320 0.2334503183 0.0100474235 0.0037129220 
31.1000000000 0.4909408659 0.2338220941 0.0100553605 0.0037175403 
31.1100000000 0.4909520773 0.2341811424 0.0100474194 0.0037178248 
31.1200000000 0.4909597901 0.2345371805 0.0100421237 0.0037220468 
31.1300000000 0.4909644063 0.2348992018 0.0100362319 0.0037317399 
31.1400000000 0.4909655818 0.2352582009 0.0100235140 0.0037389216 
31.1500000000 0.4909633684 0.2356229674 0.0100103194 0.0037525310 
31.1600000000 0.4909579418 0.2359755458 0.0099854911 0.0037631010 
31.1700000000 0.4909488791 0.2363250945 0.0099638968 0.0037906921 
31.1800000000 0.4909360902 0.2366800939 0.0099423374 0.0038163959 
31.1900000000 0.4909203307 0.2370320547 0.0099146511 0.0038489408 
31.2000000000 0.4909010038 0.2373809665 0.0098873421 0.0038948101 
31.2100000000 0.4908784750 0.2377337450 0.0098547463 0.0038592993 
31.2200000000 0.4908525094 0.2380834098 0.0098293553 0.0038402056 
31.2300000000 0.4908229903 0.2384379547 0.0098048989 0.0038250851 
31.2400000000 0.4907900286 0.2387821236 0.0097768687 0.0038156508 
31.2500000000 0.4907539739 0.2391232030 0.0097446320 0.0038131353 
31.2600000000 0.4907143226 0.2394611819 0.0097113980 0.0038068572 
31.2700000000 0.4906715123 0.2398020444 0.0096810084 0.0038114181 
31.2800000000 0.4906250861 0.2401397626 0.0096607997 0.0038109192 
31.2900000000 0.4905751295 0.2404677566 0.0096425589 0.0038137685 
31.3000000000 0.4905219765 0.2407999499 0.0096277744 0.0038183232 
31.3100000000 0.4904651832 0.2411290149 0.0096172813 0.0038250686 
31.3200000000 0.4904053414 0.2414605726 0.0096107483 0.0038352862 
31.3300000000 0.4903421681 0.2417960590 0.0096110426 0.0038400933 
31.3400000000 0.4902751476 0.2421151612 0.0096260995 0.0038486285 
31.3500000000 0.4902045052 0.2424310998 0.0096453955 0.0038689702 
31.3600000000 0.4901305849 0.2427489313 0.0096750494 0.0038863580 
31.3700000000 0.4900527993 0.2430648218 0.0097155082 0.0039091163 
31.3800000000 0.4899721231 0.2433775594 0.0097628224 0.0039306319 
31.3900000000 0.4898881241 0.2436871396 0.0098271502 0.0039662336 
31.4000000000 0.4898003305 0.2439929761 0.0098914409 0.0040133127 
31.4100000000 0.4897092260 0.2442956374 0.0099699752 0.0039721751 
31.4200000000 0.4896150475 0.2445948021 0.0100580332 0.0039421041 
31.4300000000 0.4895165353 0.2448902064 0.0101615188 0.0039282861 
31.4400000000 0.4894150524 0.2451824392 0.0102749506 0.0039110556 
31.4500000000 0.4893100144 0.2454669978 0.0103890987 0.0039054267 
31.4600000000 0.4892008772 0.2457483478 0.0105215249 0.0039027550 
31.4700000000 0.4890877361 0.2460301445 0.0103811602 0.0038939420 
31.4800000000 0.4889713808 0.2463104843 0.0102713831 0.0038939216 
31.4900000000 0.4888516557 0.2465876799 0.0101869142 0.0038944931 
31.5000000000 0.4887290834 0.2468611449 0.0101156414 0.0038933073 
31.5100000000 0.4886024897 0.2471314761 0.0100634180 0.0038941908 
31.5200000000 0.4884723967 0.2473922680 0.0100219869 0.0038923080 
31.5300000000 0.4883394351 0.2476498846 0.0099977230 0.0038918885 
31.5400000000 0.4882029412 0.2479008757 0.0099766757 0.0038920373 
31.5500000000 0.4880627414 0.2481514162 0.0099656203 0.0039010598 
31.5600000000 0.4879184703 0.2483955789 0.0099620908 0.0039050743 
31.5700000000 0.4877713786 0.2486365429 0.0099573134 0.0039128210 
31.5800000000 0.4876212646 0.2488788501 0.0099594781 0.0039326661 
31.5900000000 0.4874675258 0.2491180779 0.0099629372 0.0039502611 
31.6000000000 0.4873107845 0.2493536987 0.0099651607 0.0039784070 
31.6100000000 0.4871502457 0.2495835659 0.0099668034 0.0039562957 
31.6200000000 0.4869859586 0.2498052731 0.0099672370 0.0039335037 
31.6300000000 0.4868169329 0.2500232969 0.0099654929 0.0039216489 
31.6400000000 0.4866450889 0.2502382070 0.0099594133 0.0039180911 
31.6500000000 0.4864702815 0.2504495082 0.0099555217 0.0039151665 
31.6600000000 0.4862916206 0.2506555181 0.0099428138 0.0039127529 
31.6700000000 0.4861099298 0.2508584103 0.0099329140 0.0039096320 
31.6800000000 0.4859242801 0.2510577138 0.0099173611 0.0039099875 
31.6900000000 0.4857363577 0.2512520107 0.0099045942 0.0039083968 
31.7000000000 0.4855431122 0.2514445735 0.0098819943 0.0039069301 
31.7100000000 0.4853462099 0.2516282102 0.0098625423 0.0039014672 
31.7200000000 0.4851454467 0.2518070230 0.0098386001 0.0039015132 
31.7300000000 0.4849418191 0.2519778642 0.0098178836 0.0039008635 
31.7400000000 0.4847342840 0.2521454575 0.0097893655 0.0039009327 
31.7500000000 0.4845247352 0.2523093863 0.0097649456 0.0039010869 
31.7600000000 0.4843120939 0.2524688142 0.0097382871 0.0039082217 
31.7700000000 0.4840952605 0.2526258217 0.0097158194 0.0039189608 
31.7800000000 0.4838753733 0.2527786087 0.0096895096 0.0039370116 
31.7900000000 0.4836535758 0.2529278439 0.0096653450 0.0039551623 
31.8000000000 0.4834283646 0.2530730027 0.0096477607 0.0039843558 
31.8100000000 0.4831985590 0.2532140891 0.0096337249 0.0039650161 
31.8200000000 0.4829654168 0.2533489590 0.0096256913 0.0039511960 
31.8300000000 0.4827286044 0.2534763089 0.0096224889 0.0039468668 
31.8400000000 0.4824872130 0.2535999616 0.0096261715 0.0039379220 
31.8500000000 0.4822425916 0.2537197592 0.0096363124 0.0039338892 
31.8600000000 0.4819934573 0.2538358592 0.0096535425 0.0039330689 
31.8700000000 0.4817438153 0.2539487220 0.0096812442 0.0039317021 
31.8800000000 0.4814893250 0.2540580521 0.0097157982 0.0039326491 
31.8900000000 0.4812322211 0.2541609864 0.0097611677 0.0039346987 
31.9000000000 0.4809711751 0.2542602815 0.0098146250 0.0039359835 
31.9100000000 0.4807066397 0.2543530848 0.0098823119 0.0039364637 
31.9200000000 0.4804400043 0.2544421564 0.0099559194 0.0039397452 
31.9300000000 0.4801682217 0.2545278906 0.0100452736 0.0039435273 
31.9400000000 0.4798929078 0.2546076171 0.0101498926 0.0039515987 
31.9500000000 0.4796155095 0.2546833286 0.0102625748 0.0039598284 
31.9600000000 0.4793343692 0.2547558890 0.0103877640 0.0039762939 
31.9700000000 0.4790489424 0.2548247284 0.0105194597 0.0039970689 
31.9800000000 0.4787583055 0.2548881627 0.0103939939 0.0040235365 
31.9900000000 0.4784663219 0.2549451595 0.0102894534 0.0040609946 
32.0000000000 0.4781708523 0.2549990752 0.0102109096 0.0041099166 
32.0100000000 0.4778738169 0.2550490860 0.0101427079 0.0040787846 
32.0200000000 0.4775721562 0.2550940227 0.0100963112 0.0040518240 
32.0300000000 0.4772649431 0.2551349560 0.0100619833 0.0040348954 
32.0400000000 0.4769573675 0.2551729997 0.0100414999 0.0040245263 
32.0500000000 0.4766440605 0.2552051185 0.0100288456 0.0040180593 
32.0600000000 0.4763294382 0.2552313513 0.0100215616 0.0040134187 
32.0700000000 0.4760107812 0.2552535858 0.0100193169 0.0040097159 
32.0800000000 0.4756897704 0.2552714141 0.0100206831 0.0040090020 
32.0900000000 0.4753638227 0.2552851552 0.0100233730 0.0040093261 
32.1000000000 0.4750363513 0.2552962906 0.0100264382 0.0040102247 
32.1100000000 0.4747046847 0.2553018178 0.0100296072 0.0040116534 
32.1200000000 0.4743694634 0.2553029420 0.0100323961 0.0040128856 
32.1300000000 0.4740291645 0.2552998306 0.0100311118 0.0040164988 
32.1400000000 0.4736884938 0.2552928107 0.0100311329 0.0040228067 
32.1500000000 0.4733423398 0.2552814722 0.0100287961 0.0040295889 
32.1600000000 0.4729937205 0.2552676484 0.0100208378 0.0040397975 
32.1700000000 0.4726418510 0.2552468489 0.0100143489 0.0040587457 
32.1800000000 0.4722863204 0.2552234737 0.0100033897 0.0040797625 
32.1900000000 0.4719291329 0.2551956453 0.0099941928 0.0041086116 
32.2000000000 0.4715663518 0.2551644255 0.0099825164 0.0041376551 
32.2100000000 0.4712020735 0.2551286795 0.0099638801 0.0041135445 
32.2200000000 0.4708350884 0.2550884751 0.0099477174 0.0040975181 
32.2300000000 0.4704632739 0.2550435427 0.0099302156 0.0040864983 
32.2400000000 0.4700887442 0.2549954316 0.0099111608 0.0040804225 
32.2500000000 0.4697103447 0.2549447324 0.0098953839 0.0040787290 
32.2600000000 0.4693284867 0.2548891717 0.0098799740 0.0040760119 
32.2700000000 0.4689448494 0.2548297368 0.0098657850 0.0040760461 
32.2800000000 0.4685583428 0.2547652380 0.0098513919 0.0040779933 
32.2900000000 0.4681657546 0.2547000021 0.0098420906 0.0040790607 
32.3000000000 0.4677702833 0.2546272390 0.0098382656 0.0040818012 
32.3100000000 0.4673720953 0.2545533381 0.0098396767 0.0040855962 
32.3200000000 0.4669736044 0.2544739104 0.0098455962 0.0040885226 
32.3300000000 0.4665730500 0.2543916608 0.0098573049 0.0040931102 
32.3400000000 0.4661660103 0.2543038050 0.0098775296 0.0041007379 
32.3500000000 0.4657569942 0.2542128656 0.0099034704 0.0041125845 
32.3600000000 0.4653449291 0.2541161131 0.0099387630 0.0041262253 
32.3700000000 0.4649297985 0.2540167961 0.0099846725 0.0041466431 
32.3800000000 0.4645114046 0.2539113188 0.0100350637 0.0041770256 
32.3900000000 0.4640864254 0.2538033449 0.0100963496 0.0042078149 
32.4000000000 0.4636586517 0.2536892728 0.0101696652 0.0042529259 
32.4100000000 0.4632290186 0.2535728196 0.0102637979 0.0042274187 
32.4200000000 0.4627991935 0.2534500623 0.0103628405 0.0042098036 
32.4300000000 0.4623671997 0.2533250786 0.0104770334 0.0041971514 
32.4400000000 0.4619319885 0.2531937164 0.0106073254 0.0041872057 
32.4500000000 0.4614935807 0.2530604945 0.0107409366 0.0041856431 
32.4600000000 0.4610529356 0.2529206924 0.0108904679 0.0041872631 
32.4700000000 0.4606101384 0.2527789421 0.0110556857 0.0041866852 
32.4800000000 0.4601648794 0.2526308892 0.0109098734 0.0041886938 
32.4900000000 0.4597161288 0.2524809635 0.0107813165 0.0041932965 
32.5000000000 0.4592609214 0.2523252520 0.0106817486 0.0041994648 
32.5100000000 0.4588024378 0.2521671138 0.0105986482 0.0042046553 
32.5200000000 0.4583416666 0.2520031345 0.0105284856 0.0042086491 
32.5300000000 0.4578775910 0.2518367863 0.0104786283 0.0042206532 
32.5400000000 0.4574072043 0.2516645434 0.0104442847 0.0042385654 
32.5500000000 0.4569358993 0.2514892145 0.0104188977 0.0042517161 
32.5600000000 0.4564613874 0.2513131560 0.0103988860 0.0042770100 
32.5700000000 0.4559846785 0.2511310090 0.0103886820 0.0043067552 
32.5800000000 0.4555090049 0.2509465338 0.0103817979 0.0043468606 
32.5900000000 0.4550308949 0.2507559153 0.0103788189 0.0043828247 
32.6000000000 0.4545504869 0.2505637528 0.0103763642 0.0044386659 
32.6100000000 0.4540675222 0.2503646327 0.0103761405 0.0043977830 
32.6200000000 0.4535810257 0.2501640614 0.0103754414 0.0043644852 
32.6300000000 0.4530931499 0.2499564520 0.0103762037 0.0043430134 
32.6400000000 0.4526016481 0.2497515126 0.0103752437 0.0043211927 
32.6500000000 0.4521041850 0.2495414896 0.0103746702 0.0043076329 
32.6600000000 0.4516044916 0.2493275971 0.0103730034 0.0042999862 
32.6700000000 0.4511023347 0.2491071371 0.0103714983 0.0042966721 
32.6800000000 0.4505967697 0.2488869501 0.0103678822 0.0042977723 
32.6900000000 0.4500946048 0.2486574514 0.0103628145 0.0042936720 
32.7000000000 0.4495896545 0.2484284627 0.0103551463 0.0042972220 
32.7100000000 0.4490785559 0.2481926384 0.0103500856 0.0043000849 
32.7200000000 0.4485648335 0.2479546310 0.0103448670 0.0043059090 
32.7300000000 0.4480475692 0.2477097292 0.0103384153 0.0043176703 
32.7400000000 0.4475289332 0.2474656707 0.0103358971 0.0043265259 
32.7500000000 0.4470079708 0.2472172221 0.0103340394 0.0043364319 
32.7600000000 0.4464855687 0.2469638425 0.0103334622 0.0043532053 
32.7700000000 0.4459595715 0.2467092265 0.0103368003 0.0043738343 
32.7800000000 0.4454321466 0.2464463056 0.0103441017 0.0044043190 
32.7900000000 0.4448993861 0.2461822631 0.0103531481 0.0044485346 
32.8000000000 0.4443681863 0.2459132873 0.0103701252 0.0045021878 
32.8100000000 0.4438353924 0.2456395989 0.0103918463 0.0044661196 
32.8200000000 0.4432950374 0.2453610496 0.0104191759 0.0044247305 
32.8300000000 0.4427533336 0.2450841073 0.0104613941 0.0043975278 
32.8400000000 0.4422081893 0.2447955716 0.0105124749 0.0043759460 
32.8500000000 0.4416670132 0.2445089006 0.0105701298 0.0043674437 
32.8600000000 0.4411202177 0.2442091999 0.0106299091 0.0043611576 
32.8700000000 0.4405699031 0.2439168753 0.0107031505 0.0043587140 
32.8800000000 0.4400141985 0.2436100018 0.0107867708 0.0043521832 
32.8900000000 0.4394617355 0.2433023444 0.0108816194 0.0043533518 
32.9000000000 0.4389077776 0.2429898554 0.0109885209 0.0043549061 
32.9100000000 0.4383470789 0.2426819924 0.0111053005 0.0043541803 
32.9200000000 0.4377897025 0.2423590245 0.0112359280 0.0043560513 
32.9300000000 0.4372266411 0.2420386984 0.0113843989 0.0043591280 
32.9400000000 0.4366621643 0.2417100125 0.0115316009 0.0043594667 
32.9500000000 0.4360999282 0.2413840878 0.0113699846 0.0043676350 
32.9600000000 0.4355319292 0.2410559031 0.0112383189 0.0043828065 
32.9700000000 0.4349616832 0.2407190268 0.0111353539 0.0044035052 
32.9800000000 0.4343915439 0.2403850983 0.0110571026 0.0044308240 
32.9900000000 0.4338199468 0.2400460353 0.0109934130 0.0044614814 
33.0000000000 0.4332416374 0.2397007552 0.0109448720 0.0045012365 
33.0100000000 0.4326679318 0.2393504022 0.0109116536 0.0044751607 
33.0200000000 0.4320882570 0.2390032855 0.0108919502 0.0044563657 
33.0300000000 0.4315053608 0.2386468309 0.0108832668 0.0044424678 
33.0400000000 0.4309228090 0.2382880218 0.0108755524 0.0044296981 
33.0500000000 0.4303390026 0.2379240099 0.0108736365 0.0044220091 
33.0600000000 0.4297485713 0.2375635303 0.0108778447 0.0044207523 
33.0700000000 0.4291632148 0.2371932824 0.0108808766 0.0044223284 
33.0800000000 0.4285719921 0.2368267113 0.0108808914 0.0044223391 
33.0900000000 0.4279742531 0.2364484343 0.0108830667 0.0044243567 
33.1000000000 0.4273818817 0.2360739972 0.0108810812 0.0044285252 
33.1100000000 0.4267846869 0.2356893474 0.0108804792 0.0044307225 
33.1200000000 0.4261918799 0.2353086845 0.0108812340 0.0044362189 
33.1300000000 0.4255931382 0.2349158654 0.0108819682 0.0044456796 
33.1400000000 0.4249886153 0.2345204262 0.0108785557 0.0044599101 
33.1500000000 0.4243888420 0.2341194444 0.0108767685 0.0044768131 
33.1600000000 0.4237833042 0.2337177057 0.0108754212 0.0045018336 
33.1700000000 0.4231785944 0.2333103368 0.0108707041 0.0045362222 
33.1800000000 0.4225723120 0.2329074219 0.0108616315 0.0045664644 
33.1900000000 0.4219678383 0.2324913859 0.0108558686 0.0046083544 
33.2000000000 0.4213575419 0.2320799648 0.0108469116 0.0046630542 
33.2100000000 0.4207458180 0.2316626587 0.0108430703 0.0046318006 
33.2200000000 0.4201351966 0.2312444673 0.0108450601 0.0046120000 
