t q1 q2 q3 q4 q5 
34.9600000000 0.0014843139 0.0046135845 0.0075320433 0.0162618353 0.0247012633 
34.9700000000 0.0014879178 0.0046233422 0.0075387056 0.0162852572 0.0247209164 
34.9800000000 0.0014921640 0.0046342039 0.0075440502 0.0163120680 0.0247588800 
34.9900000000 0.0014961382 0.0046463880 0.0075537675 0.0163424506 0.0247716296 
35.0000000000 0.0015000098 0.0046534249 0.0075619762 0.0163623587 0.0248006108 
35.0100000000 0.0015038572 0.0046618858 0.0075744290 0.0164020226 0.0248231874 
35.0200000000 0.0015080418 0.0046705916 0.0075854070 0.0164457133 0.0248614957 
35.0300000000 0.0015122906 0.0046808812 0.0076007708 0.0164793771 0.0248935054 
35.0400000000 0.0015162028 0.0046914839 0.0076151173 0.0165171717 0.0249228179 
35.0500000000 0.0015196745 0.0046969367 0.0076339394 0.0165582693 0.0249457194 
35.0600000000 0.0015236646 0.0047034769 0.0076369207 0.0165895843 0.0249841456 
35.0700000000 0.0015273165 0.0047106046 0.0076447017 0.0166425862 0.0250166870 
35.0800000000 0.0015307611 0.0047185154 0.0076559950 0.0166697110 0.0250656273 
35.0900000000 0.0015328355 0.0047280021 0.0076719576 0.0166858853 0.0250904041 
35.1000000000 0.0015352152 0.0047392065 0.0076868174 0.0167074853 0.0251295178 
35.1100000000 0.0015374594 0.0047451587 0.0077063546 0.0167324283 0.0251643784 
35.1200000000 0.0015392829 0.0047549484 0.0077251760 0.0167468023 0.0252157584 
35.1300000000 0.0015418058 0.0047629746 0.0077433932 0.0167646169 0.0252290208 
35.1400000000 0.0015446969 0.0047725586 0.0077475540 0.0168030776 0.0252607397 
35.1500000000 0.0015469815 0.0047838400 0.0077510560 0.0168301276 0.0252682372 
35.1600000000 0.0015492060 0.0047898215 0.0077589945 0.0168610914 0.0252910450 
35.1700000000 0.0015516504 0.0047967454 0.0077657856 0.0168957263 0.0253084110 
35.1800000000 0.0015538953 0.0048046919 0.0077715588 0.0169347830 0.0253406395 
35.1900000000 0.0015556357 0.0048141769 0.0077812279 0.0169623292 0.0253684473 
35.2000000000 0.0015579749 0.0048248998 0.0077941377 0.0169949803 0.0254090002 
35.2100000000 0.0015585364 0.0048348858 0.0078062661 0.0170304022 0.0254279714 
35.2200000000 0.0015595667 0.0048401556 0.0078122117 0.0170557611 0.0254610494 
35.2300000000 0.0015603558 0.0048494020 0.0078175952 0.0171017600 0.0254886128 
35.2400000000 0.0015609901 0.0048571592 0.0078220805 0.0171251832 0.0255108276 
35.2500000000 0.0015618907 0.0048665177 0.0078302101 0.0171384681 0.0255469814 
35.2600000000 0.0015630715 0.0048800201 0.0078411356 0.0171560103 0.0255623835 
35.2700000000 0.0015655767 0.0048849312 0.0078513735 0.0171773505 0.0255897515 
35.2800000000 0.0015678726 0.0048915108 0.0078654964 0.0172031722 0.0256125946 
35.2900000000 0.0015694843 0.0048991847 0.0078792045 0.0172168420 0.0256489271 
35.3000000000 0.0015719522 0.0049083865 0.0078822797 0.0172341409 0.0256804260 
35.3100000000 0.0015749862 0.0049161846 0.0078851772 0.0172541452 0.0257266626 
35.3200000000 0.0015784996 0.0049211104 0.0078952191 0.0172777573 0.0257527792 
35.3300000000 0.0015820006 0.0049249297 0.0079045774 0.0172893822 0.0257718770 
35.3400000000 0.0015854527 0.0049326923 0.0079133932 0.0173208647 0.0258063997 
35.3500000000 0.0015896788 0.0049393943 0.0079211972 0.0173531892 0.0258361152 
35.3600000000 0.0015944253 0.0049475598 0.0079358424 0.0173899139 0.0258799621 
35.3700000000 0.0015986095 0.0049570462 0.0079503620 0.0174181712 0.0258949636 
35.3800000000 0.0016032817 0.0049592556 0.0079559088 0.0174503173 0.0259205489 
35.3900000000 0.0016074959 0.0049629169 0.0079614439 0.0174865416 0.0259271068 
35.4000000000 0.0016124051 0.0049656478 0.0079659121 0.0175048809 0.0259480421 
35.4100000000 0.0016166140 0.0049714003 0.0079758613 0.0175155244 0.0259652840 
35.4200000000 0.0016215931 0.0049783668 0.0079862374 0.0175273439 0.0259776102 
35.4300000000 0.0016259267 0.0049816832 0.0079950413 0.0175450063 0.0260022615 
35.4400000000 0.0016303604 0.0049857768 0.0080064100 0.0175626139 0.0260244652 
35.4500000000 0.0016343511 0.0049892752 0.0080174090 0.0175726084 0.0260566297 
35.4600000000 0.0016385407 0.0049932304 0.0080231540 0.0175844672 0.0260716207 
35.4700000000 0.0016433101 0.0049999501 0.0080309201 0.0175990048 0.0260977042 
35.4800000000 0.0016481466 0.0050030075 0.0080411894 0.0176161938 0.0261190333 
35.4900000000 0.0016527056 0.0050064701 0.0080511758 0.0176349485 0.0261361065 
35.5000000000 0.0016572730 0.0050092922 0.0080584407 0.0176471058 0.0261637898 
35.5100000000 0.0016611713 0.0050139459 0.0080676615 0.0176604801 0.0261878385 
35.5200000000 0.0016645775 0.0050194539 0.0080762395 0.0176760672 0.0262208354 
35.5300000000 0.0016676431 0.0050221573 0.0080841042 0.0176898911 0.0262522336 
35.5400000000 0.0016704838 0.0050256090 0.0080913758 0.0177087547 0.0262667740 
35.5500000000 0.0016723298 0.0050297044 0.0080956485 0.0177215973 0.0262918967 
35.5600000000 0.0016740931 0.0050352649 0.0081013089 0.0177259354 0.0263129536 
35.5700000000 0.0016747399 0.0050403053 0.0081086983 0.0177439211 0.0263448513 
35.5800000000 0.0016754762 0.0050464538 0.0081171277 0.0177602949 0.0263733447 
35.5900000000 0.0016774936 0.0050501771 0.0081269255 0.0177819901 0.0264141863 
35.6000000000 0.0016784549 0.0050544665 0.0081333424 0.0177991855 0.0264304185 
35.6100000000 0.0016803905 0.0050597399 0.0081412438 0.0178132209 0.0264421227 
35.6200000000 0.0016816470 0.0050636217 0.0081486301 0.0178329203 0.0264523576 
35.6300000000 0.0016838669 0.0050678882 0.0081549741 0.0178549113 0.0264592424 
35.6400000000 0.0016859331 0.0050722030 0.0081623043 0.0178733051 0.0264758990 
35.6500000000 0.0016879991 0.0050769232 0.0081703849 0.0178908812 0.0264863015 
35.6600000000 0.0016892224 0.0050819268 0.0081794583 0.0179045268 0.0264947760 
35.6700000000 0.0016912674 0.0050877833 0.0081874602 0.0179238789 0.0265109848 
35.6800000000 0.0016923193 0.0050931787 0.0081964641 0.0179452084 0.0265241988 
35.6900000000 0.0016941914 0.0050956579 0.0082044841 0.0179638258 0.0265447615 
35.7000000000 0.0016951048 0.0050987390 0.0082115979 0.0179807726 0.0265616885 
35.7100000000 0.0016965204 0.0051017588 0.0082196331 0.0179994817 0.0265755176 
35.7200000000 0.0016973513 0.0051052492 0.0082262977 0.0180121090 0.0265877521 
35.7300000000 0.0016998908 0.0051086517 0.0082332089 0.0180261710 0.0265968220 
35.7400000000 0.0017016446 0.0051127094 0.0082384369 0.0180416029 0.0266115027 
35.7500000000 0.0017039340 0.0051166871 0.0082458772 0.0180572011 0.0266225315 
35.7600000000 0.0017051575 0.0051209918 0.0082533903 0.0180741139 0.0266307122 
35.7700000000 0.0017071851 0.0051258213 0.0082593159 0.0180892161 0.0266439740 
35.7800000000 0.0017082824 0.0051301644 0.0082668514 0.0181006458 0.0266566381 
35.7900000000 0.0017093138 0.0051348333 0.0082748120 0.0181089408 0.0266670596 
35.8000000000 0.0017100998 0.0051387977 0.0082825666 0.0181179726 0.0266799058 
35.8100000000 0.0017114027 0.0051428129 0.0082883546 0.0181275646 0.0266912968 
35.8200000000 0.0017126057 0.0051481874 0.0082938322 0.0181364069 0.0267089315 
35.8300000000 0.0017142034 0.0051526006 0.0082975236 0.0181456670 0.0267130097 
35.8400000000 0.0017145191 0.0051580075 0.0083007977 0.0181537874 0.0267157964 
35.8500000000 0.0017161862 0.0051621828 0.0083064142 0.0181578694 0.0267228587 
35.8600000000 0.0017173930 0.0051674818 0.0083133856 0.0181650213 0.0267276199 
35.8700000000 0.0017193732 0.0051713095 0.0083199191 0.0181722868 0.0267347056 
35.8800000000 0.0017206732 0.0051763548 0.0083242836 0.0181789463 0.0267401554 
35.8900000000 0.0017220904 0.0051820873 0.0083298393 0.0181847431 0.0267439297 
35.9000000000 0.0017231324 0.0051860096 0.0083373661 0.0181903302 0.0267520063 
35.9100000000 0.0017254435 0.0051908195 0.0083427574 0.0181986828 0.0267598236 
35.9200000000 0.0017266016 0.0051948540 0.0083494114 0.0182071087 0.0267670472 
35.9300000000 0.0017279755 0.0051984738 0.0083539520 0.0182118034 0.0267681062 
35.9400000000 0.0017285147 0.0052050705 0.0083588268 0.0182158378 0.0267724364 
35.9500000000 0.0017297936 0.0052107808 0.0083646347 0.0182226850 0.0267768152 
35.9600000000 0.0017310232 0.0052150701 0.0083691788 0.0182290280 0.0267806507 
35.9700000000 0.0017317109 0.0052186400 0.0083760431 0.0182296171 0.0267834509 
35.9800000000 0.0017316131 0.0052228864 0.0083814565 0.0182329499 0.0267908730 
35.9900000000 0.0017330767 0.0052293859 0.0083852941 0.0182356657 0.0267983952 
36.0000000000 0.0017335259 0.0052325988 0.0083914825 0.0182409826 0.0267986308 
36.0100000000 0.0017345335 0.0052361821 0.0083960908 0.0182460721 0.0268021733 
36.0200000000 0.0017348522 0.0052406408 0.0084002311 0.0182500566 0.0268042973 
36.0300000000 0.0017358236 0.0052454774 0.0084051256 0.0182524301 0.0268057465 
36.0400000000 0.0017358853 0.0052511815 0.0084080191 0.0182580814 0.0268063481 
36.0500000000 0.0017363730 0.0052529892 0.0084138415 0.0182632793 0.0268114444 
36.0600000000 0.0017367339 0.0052552669 0.0084174530 0.0182712933 0.0268156979 
36.0700000000 0.0017368538 0.0052575355 0.0084240959 0.0182737764 0.0268196344 
36.0800000000 0.0017357163 0.0052596291 0.0084276865 0.0182780507 0.0268213920 
36.0900000000 0.0017357275 0.0052621547 0.0084289082 0.0182809617 0.0268196618 
36.1000000000 0.0017349364 0.0052647683 0.0084340995 0.0182863691 0.0268175362 
36.1100000000 0.0017353183 0.0052669235 0.0084367080 0.0182903809 0.0268113066 
36.1200000000 0.0017352569 0.0052686230 0.0084418424 0.0182926320 0.0268094750 
36.1300000000 0.0017353672 0.0052702142 0.0084467547 0.0182914007 0.0268078904 
36.1400000000 0.0017352752 0.0052751308 0.0084511104 0.0182882297 0.0268014895 
36.1500000000 0.0017352409 0.0052781922 0.0084556740 0.0182872218 0.0268002280 
36.1600000000 0.0017346274 0.0052807810 0.0084589622 0.0182844401 0.0267998916 
36.1700000000 0.0017346940 0.0052825797 0.0084628984 0.0182837647 0.0267941315 
36.1800000000 0.0017340507 0.0052834615 0.0084692844 0.0182815579 0.0267891589 
36.1900000000 0.0017344067 0.0052863729 0.0084717718 0.0182843056 0.0267843279 
36.2000000000 0.0017345262 0.0052884411 0.0084738712 0.0182799716 0.0267729417 
36.2100000000 0.0017348628 0.0052892528 0.0084747126 0.0182775179 0.0267624609 
36.2200000000 0.0017343139 0.0052910273 0.0084748992 0.0182733236 0.0267509990 
36.2300000000 0.0017337720 0.0052916606 0.0084768856 0.0182708659 0.0267408579 
36.2400000000 0.0017324067 0.0052925219 0.0084806987 0.0182720188 0.0267317752 
36.2500000000 0.0017315675 0.0052940383 0.0084833389 0.0182713054 0.0267205995 
36.2600000000 0.0017305194 0.0052942392 0.0084878026 0.0182723418 0.0267110454 
36.2700000000 0.0017296309 0.0052964960 0.0084916639 0.0182744547 0.0266964363 
36.2800000000 0.0017281541 0.0052971693 0.0084976002 0.0182785589 0.0266912136 
36.2900000000 0.0017280828 0.0052993436 0.0084989665 0.0182804018 0.0266877719 
36.3000000000 0.0017275665 0.0052997306 0.0085020448 0.0182795148 0.0266788306 
36.3100000000 0.0017276989 0.0053002431 0.0085040971 0.0182699885 0.0266712609 
36.3200000000 0.0017273175 0.0053012455 0.0085080230 0.0182664815 0.0266694158 
36.3300000000 0.0017274563 0.0053002287 0.0085125672 0.0182556148 0.0266616461 
36.3400000000 0.0017274911 0.0053003680 0.0085150759 0.0182463287 0.0266552367 
36.3500000000 0.0017276579 0.0053009009 0.0085155832 0.0182376137 0.0266557397 
36.3600000000 0.0017275474 0.0053012438 0.0085174362 0.0182302717 0.0266496311 
36.3700000000 0.0017281283 0.0053029241 0.0085176971 0.0182207106 0.0266447950 
36.3800000000 0.0017287199 0.0053029039 0.0085192707 0.0182125824 0.0266400957 
36.3900000000 0.0017298407 0.0053039540 0.0085227181 0.0182023493 0.0266373385 
36.4000000000 0.0017304460 0.0053045712 0.0085247197 0.0181936101 0.0266353951 
36.4100000000 0.0017312514 0.0053053491 0.0085278087 0.0181828898 0.0266251413 
36.4200000000 0.0017322690 0.0053049414 0.0085288947 0.0181737083 0.0266245898 
36.4300000000 0.0017338802 0.0053055815 0.0085309840 0.0181626897 0.0266246294 
36.4400000000 0.0017354120 0.0053071182 0.0085341279 0.0181532259 0.0266155433 
36.4500000000 0.0017362631 0.0053078585 0.0085359593 0.0181469755 0.0266169162 
36.4600000000 0.0017367899 0.0053077118 0.0085385746 0.0181415066 0.0266094106 
36.4700000000 0.0017374678 0.0053097877 0.0085386716 0.0181369033 0.0266022788 
36.4800000000 0.0017381692 0.0053117915 0.0085397130 0.0181300739 0.0266061268 
36.4900000000 0.0017394607 0.0053118735 0.0085413886 0.0181240834 0.0266002714 
36.5000000000 0.0017405925 0.0053119178 0.0085393390 0.0181169007 0.0265942645 
36.5100000000 0.0017415373 0.0053107201 0.0085392091 0.0181104117 0.0266022900 
36.5200000000 0.0017421291 0.0053115285 0.0085405963 0.0181017260 0.0265994990 
36.5300000000 0.0017433615 0.0053122749 0.0085424383 0.0180936203 0.0265962386 
36.5400000000 0.0017447009 0.0053105235 0.0085447280 0.0180870155 0.0265922832 
36.5500000000 0.0017453104 0.0053087126 0.0085440050 0.0180814816 0.0265884185 
36.5600000000 0.0017461185 0.0053085096 0.0085428832 0.0180740248 0.0265844558 
36.5700000000 0.0017459364 0.0053092018 0.0085452823 0.0180676306 0.0265672786 
36.5800000000 0.0017463599 0.0053071239 0.0085463304 0.0180626955 0.0265628200 
36.5900000000 0.0017462505 0.0053068177 0.0085475280 0.0180554552 0.0265587418 
36.6000000000 0.0017465987 0.0053066452 0.0085488250 0.0180419228 0.0265406051 
36.6100000000 0.0017459635 0.0053059643 0.0085513927 0.0180260740 0.0265229161 
36.6200000000 0.0017456424 0.0053034628 0.0085525128 0.0180119760 0.0265066193 
36.6300000000 0.0017452495 0.0053037897 0.0085472640 0.0179953211 0.0264878950 
36.6400000000 0.0017448073 0.0053026827 0.0085486502 0.0179802662 0.0264709780 
36.6500000000 0.0017426643 0.0053008322 0.0085498279 0.0179683193 0.0264404505 
36.6600000000 0.0017412125 0.0053006075 0.0085490627 0.0179653783 0.0264379981 
36.6700000000 0.0017401989 0.0052994711 0.0085493039 0.0179594848 0.0264384410 
36.6800000000 0.0017394790 0.0052988553 0.0085492522 0.0179551698 0.0264249657 
36.6900000000 0.0017386764 0.0052962085 0.0085539572 0.0179526881 0.0264129184 
36.7000000000 0.0017382284 0.0052943881 0.0085526754 0.0179469414 0.0264148498 
36.7100000000 0.0017377871 0.0052930127 0.0085536630 0.0179333618 0.0264013437 
36.7200000000 0.0017374585 0.0052925558 0.0085565412 0.0179236649 0.0263892035 
36.7300000000 0.0017367451 0.0052925717 0.0085528578 0.0179165695 0.0263679402 
36.7400000000 0.0017371885 0.0052919780 0.0085538923 0.0179060640 0.0263486545 
36.7500000000 0.0017368385 0.0052901131 0.0085598364 0.0178978411 0.0263436741 
36.7600000000 0.0017380118 0.0052885589 0.0085589855 0.0178856375 0.0263221107 
36.7700000000 0.0017372272 0.0052878087 0.0085631212 0.0178755470 0.0263031367 
36.7800000000 0.0017375436 0.0052856499 0.0085625888 0.0178764530 0.0262810611 
36.7900000000 0.0017365340 0.0052828198 0.0085604455 0.0178627384 0.0262630436 
36.8000000000 0.0017365311 0.0052805767 0.0085572923 0.0178522542 0.0262476190 
36.8100000000 0.0017361278 0.0052796665 0.0085588239 0.0178305535 0.0262286160 
36.8200000000 0.0017362818 0.0052793964 0.0085611091 0.0178115668 0.0262122637 
36.8300000000 0.0017353350 0.0052792495 0.0085621491 0.0177977024 0.0261980997 
36.8400000000 0.0017355442 0.0052776286 0.0085654810 0.0177867192 0.0261792879 
36.8500000000 0.0017341028 0.0052764110 0.0085737558 0.0177710788 0.0261809749 
36.8600000000 0.0017342222 0.0052764319 0.0085697998 0.0177580808 0.0261651085 
36.8700000000 0.0017335228 0.0052769203 0.0085679418 0.0177457572 0.0261664736 
36.8800000000 0.0017338846 0.0052807168 0.0085708694 0.0177294844 0.0261712055 
36.8900000000 0.0017328095 0.0052773759 0.0085713125 0.0177165591 0.0261375842 
36.9000000000 0.0017334560 0.0052753047 0.0085702840 0.0176986322 0.0261219991 
36.9100000000 0.0017326255 0.0052736527 0.0085712436 0.0176949116 0.0260870743 
36.9200000000 0.0017329436 0.0052732902 0.0085771915 0.0176862639 0.0260752197 
36.9300000000 0.0017326335 0.0052742534 0.0085701908 0.0176679759 0.0260823411 
36.9400000000 0.0017339475 0.0052671563 0.0085679875 0.0176533608 0.0260696971 
36.9500000000 0.0017338406 0.0052636575 0.0085676850 0.0176456395 0.0260602541 
36.9600000000 0.0017356500 0.0052639839 0.0085672923 0.0176420537 0.0260223319 
36.9700000000 0.0017361971 0.0052654330 0.0085649744 0.0176139188 0.0259882520 
36.9800000000 0.0017388557 0.0052709529 0.0085642077 0.0176025139 0.0259782607 
36.9900000000 0.0017379573 0.0052634003 0.0085650399 0.0175717217 0.0259423154 
37.0000000000 0.0017397193 0.0052596629 0.0085656423 0.0175449664 0.0259112350 
37.0100000000 0.0017390145 0.0052567638 0.0085555507 0.0175357990 0.0258600441 
37.0200000000 0.0017399068 0.0052546383 0.0085501448 0.0175206179 0.0258284631 
37.0300000000 0.0017371276 0.0052561808 0.0085461038 0.0175092410 0.0258209862 
37.0400000000 0.0017364964 0.0052462795 0.0085417524 0.0175053693 0.0257931809 
37.0500000000 0.0017311033 0.0052400088 0.0085385671 0.0174922169 0.0257848009 
37.0600000000 0.0017279286 0.0052356541 0.0085398537 0.0174717415 0.0257555149 
37.0700000000 0.0017212291 0.0052349449 0.0085422919 0.0174706622 0.0257301166 
37.0800000000 0.0017180209 0.0052349429 0.0085381265 0.0174619129 0.0256990619 
37.0900000000 0.0017145165 0.0052264869 0.0085349504 0.0174569093 0.0256737857 
37.1000000000 0.0017132289 0.0052186673 0.0085327865 0.0174584816 0.0256523319 
37.1100000000 0.0017120374 0.0052181587 0.0085352584 0.0174521627 0.0256258530 
37.1200000000 0.0017129156 0.0052181289 0.0085337236 0.0174373802 0.0256253144 
37.1300000000 0.0017107824 0.0052214686 0.0085330402 0.0174136388 0.0256217078 
37.1400000000 0.0017114452 0.0052178512 0.0085370823 0.0173938005 0.0256223446 
37.1500000000 0.0017097803 0.0052127314 0.0085354053 0.0173679121 0.0256257731 
37.1600000000 0.0017103254 0.0052119448 0.0085335357 0.0173462192 0.0255719346 
37.1700000000 0.0017079919 0.0052144607 0.0085274848 0.0173461477 0.0255464457 
37.1800000000 0.0017078134 0.0052191724 0.0085222687 0.0173371743 0.0254988434 
37.1900000000 0.0017050321 0.0052109405 0.0085288843 0.0173321126 0.0254727605 
37.2000000000 0.0017059593 0.0052043119 0.0085313360 0.0173207078 0.0254493206 
37.2100000000 0.0017042797 0.0052049826 0.0085346575 0.0173135422 0.0254289421 
37.2200000000 0.0017048991 0.0052034728 0.0085507033 0.0173295189 0.0254295357 
37.2300000000 0.0017028669 0.0052092998 0.0085401220 0.0173177021 0.0254068481 
37.2400000000 0.0017045738 0.0051996420 0.0085303382 0.0173154137 0.0253905864 
37.2500000000 0.0017024008 0.0051973008 0.0085235335 0.0173035620 0.0253713698 
37.2600000000 0.0017038915 0.0051948015 0.0085223019 0.0173180414 0.0253548303 
37.2700000000 0.0017012879 0.0051971445 0.0085239991 0.0172864357 0.0253147390 
37.2800000000 0.0017031608 0.0052008038 0.0085267523 0.0172441230 0.0253230436 
37.2900000000 0.0017009546 0.0051942319 0.0085431047 0.0172116984 0.0253083966 
37.3000000000 0.0017026891 0.0051888972 0.0085307602 0.0171834764 0.0252951085 
37.3100000000 0.0017001439 0.0051883855 0.0085137822 0.0171798938 0.0253109225 
37.3200000000 0.0017008730 0.0051919824 0.0085098417 0.0171647176 0.0253033446 
37.3300000000 0.0017002219 0.0051943479 0.0085145102 0.0171590557 0.0252967401 
37.3400000000 0.0017026924 0.0051854932 0.0085137390 0.0171419475 0.0252868139 
37.3500000000 0.0017026804 0.0051753483 0.0085217014 0.0171495870 0.0253087092 
37.3600000000 0.0017070611 0.0051765614 0.0085249663 0.0171461037 0.0253042861 
37.3700000000 0.0017079782 0.0051794273 0.0085356943 0.0171339022 0.0253244620 
37.3800000000 0.0017127076 0.0051866917 0.0085170448 0.0171492793 0.0253272640 
37.3900000000 0.0017136236 0.0051760125 0.0085073656 0.0171529231 0.0252757453 
37.4000000000 0.0017202010 0.0051738245 0.0085011452 0.0171695701 0.0252491700 
37.4100000000 0.0017210402 0.0051701577 0.0084936721 0.0171731668 0.0252273596 
37.4200000000 0.0017256979 0.0051713213 0.0084948477 0.0171515630 0.0252057753 
37.4300000000 0.0017275391 0.0051780246 0.0084995061 0.0171154201 0.0251802184 
37.4400000000 0.0017338840 0.0051695658 0.0085048502 0.0170922913 0.0251636227 
37.4500000000 0.0017350540 0.0051665588 0.0084845780 0.0170732474 0.0251198946 
37.4600000000 0.0017416500 0.0051651027 0.0084777709 0.0170639453 0.0251010252 
37.4700000000 0.0017409903 0.0051697841 0.0084744307 0.0170649578 0.0250863257 
37.4800000000 0.0017461688 0.0051757073 0.0084736003 0.0170367006 0.0250729341 
37.4900000000 0.0017428452 0.0051685194 0.0084729089 0.0170378294 0.0250553229 
37.5000000000 0.0017465386 0.0051642895 0.0084758883 0.0170234650 0.0250466820 
37.5100000000 0.0017438119 0.0051610883 0.0084883064 0.0170379060 0.0250109355 
37.5200000000 0.0017473794 0.0051674276 0.0084773418 0.0170477745 0.0250334384 
37.5300000000 0.0017442050 0.0051769933 0.0084700303 0.0170611878 0.0250291991 
37.5400000000 0.0017466058 0.0051675107 0.0084716263 0.0171056832 0.0250256270 
37.5500000000 0.0017436523 0.0051589925 0.0084611085 0.0170997470 0.0250290927 
37.5600000000 0.0017462341 0.0051565165 0.0084593168 0.0171262971 0.0250345739 
37.5700000000 0.0017402879 0.0051604841 0.0084662427 0.0170939311 0.0250103509 
37.5800000000 0.0017398660 0.0051675826 0.0084700706 0.0170497974 0.0250502919 
37.5900000000 0.0017323982 0.0051528250 0.0084528900 0.0170158006 0.0250607907 
37.6000000000 0.0017314569 0.0051437707 0.0084394354 0.0170122024 0.0250319994 
37.6100000000 0.0017240755 0.0051376378 0.0084386314 0.0169900608 0.0249764807 
37.6200000000 0.0017223528 0.0051379761 0.0084345121 0.0169657343 0.0249204653 
37.6300000000 0.0017178558 0.0051443322 0.0084386826 0.0169719397 0.0248720683 
37.6400000000 0.0017198641 0.0051296130 0.0084513005 0.0169601474 0.0248498705 
37.6500000000 0.0017155293 0.0051237656 0.0084606660 0.0169639768 0.0248346384 
37.6600000000 0.0017167929 0.0051252147 0.0084551513 0.0169774117 0.0248175994 
37.6700000000 0.0017136428 0.0051329713 0.0084530689 0.0169931315 0.0247750197 
37.6800000000 0.0017179616 0.0051437622 0.0084527998 0.0169863332 0.0247673255 
37.6900000000 0.0017127729 0.0051281851 0.0084559445 0.0170112255 0.0247306279 
37.7000000000 0.0017150990 0.0051236766 0.0084678886 0.0170466552 0.0247551683 
37.7100000000 0.0017147115 0.0051218751 0.0084765105 0.0169947747 0.0247507792 
37.7200000000 0.0017203482 0.0051274850 0.0084890097 0.0169744101 0.0247587155 
37.7300000000 0.0017182549 0.0051329102 0.0084766877 0.0169629972 0.0247662597 
37.7400000000 0.0017229304 0.0051197150 0.0084679506 0.0169221799 0.0247708357 
37.7500000000 0.0017208490 0.0051140891 0.0084678067 0.0168909586 0.0247836540 
37.7600000000 0.0017265436 0.0051111964 0.0084639305 0.0168890512 0.0248230944 
37.7700000000 0.0017242404 0.0051192872 0.0084780640 0.0168958828 0.0248493940 
37.7800000000 0.0017288750 0.0051128911 0.0084960952 0.0168904108 0.0248721063 
37.7900000000 0.0017259482 0.0051062583 0.0085107827 0.0168967838 0.0249389039 
37.8000000000 0.0017308397 0.0051070834 0.0085044095 0.0168983127 0.0250024867 
37.8100000000 0.0017307522 0.0051191974 0.0084942672 0.0169305266 0.0249689989 
37.8200000000 0.0017375524 0.0051345897 0.0084878475 0.0169733453 0.0249052329 
37.8300000000 0.0017366138 0.0051258207 0.0085000983 0.0169868548 0.0248860284 
37.8400000000 0.0017438879 0.0051248155 0.0085087421 0.0170106596 0.0248606325 
37.8500000000 0.0017421303 0.0051315544 0.0085213530 0.0170678641 0.0248011736 
37.8600000000 0.0017493588 0.0051473939 0.0085457332 0.0170262244 0.0248109582 
37.8700000000 0.0017485671 0.0051666603 0.0085327828 0.0169868450 0.0247638598 
37.8800000000 0.0017568260 0.0051585367 0.0085341233 0.0169396501 0.0247583584 
37.8900000000 0.0017547505 0.0051555041 0.0085361208 0.0169092307 0.0247481770 
37.9000000000 0.0017611209 0.0051604544 0.0085523002 0.0168882023 0.0247475265 
37.9100000000 0.0017584388 0.0051681976 0.0085644148 0.0168969239 0.0247408619 
37.9200000000 0.0017647575 0.0051844479 0.0085915445 0.0168832126 0.0247527313 
37.9300000000 0.0017612138 0.0051693706 0.0086198263 0.0168719510 0.0247594023 
37.9400000000 0.0017675765 0.0051666090 0.0086131489 0.0168695245 0.0247759645 
37.9500000000 0.0017629061 0.0051746042 0.0086018151 0.0168651764 0.0248194355 
37.9600000000 0.0017678946 0.0051909908 0.0086011444 0.0168915781 0.0248511444 
37.9700000000 0.0017653348 0.0051827822 0.0086091374 0.0169281890 0.0248492763 
37.9800000000 0.0017719046 0.0051774217 0.0086236441 0.0169604609 0.0249226497 
37.9900000000 0.0017709615 0.0051799384 0.0086536163 0.0170083376 0.0249618222 
38.0000000000 0.0017794994 0.0051931829 0.0086795600 0.0169364529 0.0250423268 
38.0100000000 0.0017790111 0.0052120365 0.0086703505 0.0168969072 0.0250620657 
38.0200000000 0.0017875291 0.0052013144 0.0086679249 0.0168875782 0.0250320564 
38.0300000000 0.0017866897 0.0051991777 0.0086739335 0.0168559485 0.0250141839 
38.0400000000 0.0017948307 0.0052023264 0.0086863868 0.0168539106 0.0249588249 
38.0500000000 0.0017937840 0.0052166502 0.0087143292 0.0168608812 0.0249571892 
38.0600000000 0.0018018184 0.0052396322 0.0087335025 0.0168658617 0.0249194114 
38.0700000000 0.0018004132 0.0052329254 0.0087691096 0.0168807146 0.0249202485 
38.0800000000 0.0018080808 0.0052316591 0.0087551315 0.0169119743 0.0249205677 
38.0900000000 0.0018045177 0.0052417405 0.0087572663 0.0169368167 0.0249329140 
38.1000000000 0.0018114496 0.0052574864 0.0087541847 0.0169645329 0.0249134560 
38.1100000000 0.0018077469 0.0052472417 0.0087668680 0.0169874519 0.0249059842 
38.1200000000 0.0018157801 0.0052423423 0.0087864934 0.0170025407 0.0249241571 
38.1300000000 0.0018135903 0.0052510774 0.0088132601 0.0170501380 0.0249540860 
38.1400000000 0.0018226513 0.0052710948 0.0088533643 0.0169970590 0.0249756640 
38.1500000000 0.0018211612 0.0053009507 0.0088406215 0.0169586818 0.0250250758 
38.1600000000 0.0018307977 0.0052935689 0.0088318832 0.0169159865 0.0250896515 
38.1700000000 0.0018306451 0.0052950589 0.0088299954 0.0169037080 0.0251425525 
38.1800000000 0.0018412854 0.0053013775 0.0088441186 0.0169037036 0.0252096685 
38.1900000000 0.0018411835 0.0053196236 0.0088650506 0.0168990271 0.0252567865 
38.2000000000 0.0018526940 0.0053141559 0.0088929127 0.0169040843 0.0253468076 
